Content	Label
( (1+x y) frac{d y}{d x}+y^{3}=0 y(0)=1 ) Find ( k ) if the constant in the solution is ( frac{k}{e} )	Maths
The coefficient of ( x ) in the expansion of ( left(1-x-x^{2}+x^{3}right)^{6} ) is ? ( A cdot 6 ) B. -6 c. -12 D. 12	Maths
Assertion Assertion: A solution of ( N H_{4} C l ) in water is acidic in nature. Reason Reason : Ammoniun ions undergo hydrolysis to form ( N H_{4} O H ) A. If both the assertion and reason are true and reason is the correct explanation of assertion. B. If both the assertion and reason are true but reason is not the correct explanation of assertion c. If assertion is true but reason is false D. If both assertion and reason are false	Chemistry
f we plot volume of a certain mass of a gas against temperature at constant pressure, we get a straight line intersecting on the negative side at ( -273^{circ} C ) which explains about absolute zero. This graph is known as: A. isochor B. isotherm ( c . ) isotone D. isobar	Chemistry
The specific set of real numbers that lies between two conditional numbers ( a ) and ( b ) is classified as A . interval B. break c. double interval D. equal interval	Maths
During adsorption, enthalpy and entropy of the system are but ( Delta G ) must be A. negative, positive B. negative, negative c. positive, negative D. positive, positive	Chemistry
( begin{array}{ll}text { List-I } & text { List-II }  text { (A) } O_{3}+C_{2} N_{2} & text { (1) Black colour }  text { (B) } H_{2} O_{2}+O_{3} & text { (2) Rocket fuel }  text { (C) } A g+O_{3} & text { (3) Tailing }  text { (D) } O_{3}+H g & text { (4) } O_{2}+H_{2} Oend{array} ) The correct match is: A. A-1, B-3, C-2, D-4 B. A-2, B-4, C-1, D-3 C. ( A-3, B-2, C-3, D-1 ) D. ( A-4, B-1, C-4, D-2 )	Chemistry
A positive charge and a negative charge are held in place and initially form a dipole. Then a uncharged conducting bar is placed in between them.  How is the force between the charges affected? A. The force increases. B. The force is unaffected. c. The force decreases. D. The answer cannot be determined.	Physics
The oxide of nitrogen which forms dimer is	Chemistry
A function ( f:[3,7) rightarrow R ) is defined as follows ( f(x)=left{begin{array}{cc}4 x^{2}-1 ; & -3 leq x<2  3 x-2 ; & 2 leq x leq 4  2 x-3 ; & 4<x<7end{array}right. ) Find ( boldsymbol{f}(-mathbf{2})-boldsymbol{f}(mathbf{4}) )	Maths
In answering the above questions, which law has been used? ( [mathrm{C}=12, mathrm{N}=14 ) ( 0=16] ) A. Avogadro's law B. Mass balance c. Equilibrium D. All of the above	Chemistry
The run of cyanamide ( N H_{2} C N ) with dioxygen was carried out in a bomb calorie meter and ( Delta u ) was found to be ( -742.7 k J / m o l ) Calculate the enthalpy for the reaction at ( 298 mathrm{K} ) ( N H_{2} C N(s)+frac{3}{2} O_{2} rightarrow N_{2}+C O_{2}+ ) ( boldsymbol{H}_{2} boldsymbol{O} )	Chemistry
If ( 1+sin x+sin ^{2} x+sin ^{3} x+ldots infty ) is equal to ( 4+2 sqrt{3}, 0<x<pi, ) then ( x ) is equal to ( ^{A} cdot frac{pi}{6} ) в. c. ( frac{pi}{3} ) or ( frac{pi}{6} ) D. ( frac{pi}{3} ) or ( frac{2 pi}{3} )	Maths
Sound is produced by vibration. Define vibration. A. Vibration is a rapid to and fro motion of the object. B. Vibration is a circular motion of the object. C. Vibration is a translational motion of the object. D. None of the above	Physics
Assertion (A): According to Newton's third law sum of action and reaction is not equal to zero Reason (R) : The forces action and reaction acts on different bodies. A. A and R are correct and R is the correct explanation of B. A and R are correct and R is not the correct explanation A c. ( A ) is true and ( R ) is false D. A is false and R is true	Physics
( f(x)=x^{2}-2 sqrt{2} x+1 . ) Then find the value of ( boldsymbol{p}(boldsymbol{2} sqrt{boldsymbol{2}}) )	Maths
Match the List I (Equations) with the List II (Type of Processes).  List I ( quad ) List II (Type of processes) (Equations) (а) ( K_{p}>Q ) (i) Non-spontaneous (b) ( Delta G^{o}< ) (ii) Equilibrium ( R T log _{e} Q ) (iii) Spontaneous and (c) ( K_{p}=Q quad ) endothermic [ text { (d) } T>frac{Delta H}{Delta S} ] (iv) Spontaneous Select the correct matching code. ( mathbf{A} cdot a rightarrow i ; b rightarrow i i ; c rightarrow i i i ; d rightarrow i v ) в. ( a rightarrow i v ; b rightarrow i i i ; c rightarrow i i ; d rightarrow i ) ( mathbf{c} cdot a rightarrow i v ; b rightarrow i ; c rightarrow i i ; d rightarrow i v ) D. ( a rightarrow i i ; b rightarrow i ; c rightarrow i i i ; d rightarrow i v )	Chemistry
A solid iron ball A of radius ( r ) collids head on with another stationary solid iron ball ( B ) of radius ( 2 r . ) The ratio of their speeds just after the collision ( (e=0.5) ) is: A . 3 B. 4 ( c cdot 2 ) D.	Physics
Who proposed the cycle of events leading to the fixation of ( C O_{2} ) in mesophyll and its reduction in bundle sheath? A. Emerson B. Melvin Calvin c. Hatch and Slack D. Hill and Bendall	Biology
A novel species with double stranded genetic material consists of 5 bases namely P.Q. R. S. T. with percentages given below. Percentage 22 ( 28 quad 22 ) Based on the above information, which ONE of the following infrences is NOT supported by the observation? A. S- base pairs with T, and Q base pairs with R B. S base pairs with ( Q ),and T base pairs with ( Q ) C. P base pairs with ( R ), and ( S ) base pairs with ( Q ) D. P base pairs with ( mathrm{R} ), and T base pairs with ( mathrm{Q} )	Biology
A rubber ball of mass ( 4 mathrm{kg} ) has the same diameter as a plastic ball of mass 0.5 kg. Both the balls are dropped simultaneously from the roof of a building.When they are ( 8 mathrm{m} ) above the ground,they have the same A. Kinetic energy B. Potential energy c. Momentum D. Acceleration	Physics
Which of the following statement (s) differentiate between electrochemical cell and electrolytic cell? This question has multiple correct options A. Spontaneous or non-spontaneous nature of the chemical process. B. Chemical reactions occurring at the electrodes c. Positive and negative nature of anode D. Dependence on Faraday's law	Chemistry
The remainder when the determinant ( left|begin{array}{lll}2014^{2014} & 2015^{2015} & 2016^{2016}  2017^{2017} & 2018^{2018} & 2019^{2019}  2020^{2020} & 2021^{2021} & 2022^{2022}end{array}right| ) is divided by 5 is. A . 1 B . 2 ( c cdot 4 ) ( D )	Maths
Which of the following forms an ideal solution? This question has multiple correct options A. Acetone and phenol B. Bromoethane and chloroethane c. ( C C l_{4} ) and ( S i C l_{4} ) D. Bromobenzene and Chlorobenzene	Chemistry
The correct order of basicity of the following amines is: A ( . I>I I>I I I>I V ) В. ( I>I I I>I I>I V ) c. ( I I I>I I>I>I V ) D. ( I V>I I I>I I>I )	Chemistry
Explain the term EMF	Physics
Choose the proper food from following, to keep our eyes healthy: A. Green leafy vegetables B. Fish c. orange D. All of these	Physics
Reactive dyes utilize a attached to a substituent that is capable of directly reacting with the fibre substrate. A. chromophore B. auxochrome c. chlorophyll D. none of the above	Chemistry
The order and degree of the differential equation. ( left(frac{d^{2} y}{d x^{2}}right)^{3}+left(frac{d y}{d x}right)=int y d x ) are respectively. A . 2 and 3 B. 2 and 2 ( c .3 ) and 1 D. 3 and 2	Maths
Which of the following will show a negative deviation from Raoult's law? A. Acetone-benzene B. Acetone-ethanol c. Benzene-methanol D. Acetone-chloroform	Chemistry
Prove the following by using the principle of mathematical induction for all ( boldsymbol{n} in boldsymbol{N}: mathbf{1 . 2}+mathbf{2 . 2}^{mathbf{2}}+mathbf{3 . 2}^{mathbf{2}}+ldots ldots . ) ( boldsymbol{n} cdot boldsymbol{2}^{n}=(boldsymbol{n}-mathbf{1}) mathbf{2}^{n+mathbf{1}}+mathbf{2} )	Maths
Find the derivative of ( frac{2^{x} cot x}{sqrt{x}} ) A ( cdot frac{2^{x}}{sqrt{x}}left{log 2 cot x-csc ^{2} x-frac{cot x}{2 x}right} ) B. ( frac{2(x+1)}{sqrt{x}}left{log 2 cot x-csc ^{2} x-frac{cot x}{2 x}right} ) C ( frac{2^{x}}{sqrt{x}}left{log 2 cot x-csc ^{2} x-frac{cot x}{x^{2}}right} ) D. None of these	Maths
The presence of nitrogen in the organic compound is tested as: A. ( N_{2} ) в. ( N H_{3} ) c. ( N O ) D. ( C N )	Chemistry
Two charged balls of the same radius and weight suspended on threads of equal length are immersed into a liquid having density of ( d_{1} ) and a dielectric constant ( K ) The density ( d ) of the material of the balls for the angles of divergence of the threads in the air and in the dielectric to be the same is: A ( cdot frac{K d}{K-1} ) B. ( frac{K-1}{K d} ) C. ( frac{d}{K-1} ) D. ( frac{K-1}{d} )	Physics
An unbiased coin is tossed 8 times. Find by using binomial distribution the probability of getting atleast 3 heads	Maths
Which of following is unary operation? A. addition B. multiplication c. square root D. None of Above	Maths
A substance of mass ( m_{1} ) with specific heat capacity ( s_{1} ) and initial temperature ( theta_{1} ) is mixed with another substance of mass ( m_{2}, ) specific heat capacity ( s_{2} ) and initial temperature ( theta_{2} ) respectively. Then, their equilibrium temperature is ( left.ldots ldots text { (take } boldsymbol{theta}_{1}>boldsymbol{theta}_{2}right) ) A ( cdot frac{m_{1} s_{1} theta_{1}-m_{2} s_{2} theta_{2}}{m_{1} s_{1}-m_{2} s_{2}} ) В ( cdot frac{m_{1} s_{1} theta_{1}-m_{2} s_{2} theta_{2}}{m_{1} s_{1}+m_{2} s_{2}} ) c. ( frac{m_{2} s_{2} theta_{2}-m_{1} s_{1} theta_{1}}{m_{1}+m_{2}} ) D. ( frac{m_{1} s_{1} theta_{1}+m_{2} s_{2} theta_{2}}{m_{1} s_{1}+m_{2} s_{2}} )	Physics
Which of the following lanthanide ion is paramagnetic? A ( cdot C e^{4} ) в. ( Y b^{2} ) ( c cdot L u^{3} ) D. ( E u^{2} )	Chemistry
The perimeters of two similar triangles is in the ratio ( 3: 4 . ) The sum of their areas is 75 sq. cm. Find the area of each triangle in sq. cm. A . 30,45 B. 27,48 c. 25,50 D. None of these	Maths
In the figure, an equilateral triangle of side ( 6 mathrm{cm} ) and its circumcircle is shown Find the area of shaded portion. Take ( (boldsymbol{pi}=mathbf{3 . 1 4}, sqrt{mathbf{3}}=mathbf{1 . 7 3}) ) A. ( 22.11 mathrm{cm}^{2} ) B. ( 22 mathrm{cm}^{2} ) c. ( 21.11 mathrm{cm}^{2} ) D. ( 23.11 mathrm{cm}^{2} )	Maths
Which one of the following is a strong electrolyte? A. ( C H_{3} ) СООН в. ( H C O O H ) c. ( H_{2} C O_{3} ) D. ( N a O H )	Chemistry
What is the IUPAC name of ( K_{2}left[P t C l_{6}right] ? ) A. Potassium hexachloro platinum B. Potassium hexachloro platinum (IV) C. Potassium hexa chloro platinate (IV) D. Dipotassium hexa chloro platinum	Chemistry
Define capacitor reactance. Write its S.I. units	Physics
Ductility is the physical property of metals by the virtue of which it can be stretched into thin wires without breaking. A. True B. False	Chemistry
Define the angle of reflection.	Physics
Treatment of calcium carbide with water gives: A. ethene B. ethyne c. ethane D. benzene	Chemistry
A body in a laboratory takes 4 minutes to cool from ( 61^{circ} mathrm{C} ) and ( 59^{circ} mathrm{C} ). If the laboratory temperature is ( 30^{circ} C ) then the time taken by it to cool from ( 51^{circ} mathrm{C} ) to ( 49^{circ} C ) will be: ( A cdot 8 min ) B. 6 min ( c .5 mathrm{min} ) D. 4 min	Physics
The excess temperature of a body falls from ( 12^{circ} mathrm{C} ) to ( 6^{circ} mathrm{C} ) in 5 minutes, then the time to fall the excess temperature from ( 6^{circ} mathrm{C} ) to ( 3^{circ} mathrm{C} ) is (assume the Newton's cooling is valid) A . 10 minutes B. 7.5 minutes c. 5 minutes D. 2.5 minutes	Physics
If the d.c's of a line are ( left(frac{1}{c}, frac{1}{c}, frac{1}{c}right), ) find ( c . )	Maths
Which of the following does not result in an increase in entropy? A. crystallisation of sucrose from solution B. rusting of iron c. conversion of ice to water D. vapourisation of camphor	Chemistry
The ratio ( r ) of the rate of production of neutrons from uranium nucleus to the rate of leakage of neutrons for sustained chain reaction is ( mathbf{A} cdot r>1 ) В. ( 1>r ) c. ( 1>r^{2} ) D. ( r^{2}=1 )	Physics
The element placed with cerium, in the table formed by Newlands' was: A . actinium B. lanthanum c. lawrencium D. zirconium	Chemistry
Which of the following processes takes place in the presence of ATP? I. Diffusion Il. Active transport III. Facilitated diffusion A. I only B. II only c. ॥ only D. I and III E. Il and III	Biology
The area between the curves ( x^{2}=4 y ) and line ( boldsymbol{x}+mathbf{2}=mathbf{4} boldsymbol{y} ) is A ( cdot frac{9}{8} ) в. ( frac{9}{4} ) ( c cdot frac{9}{2} ) D.	Maths
The angle between the lines ( 3 x+y- ) ( mathbf{7}=mathbf{0} ) and ( boldsymbol{x}+mathbf{2} boldsymbol{y}+mathbf{9}=mathbf{0} ) is A ( cdot frac{pi}{3} ) в. ( c cdot frac{pi}{2} ) D.	Maths
An adult has - .............. teeth. A . 20 B. 24 ( c cdot 28 ) D. 32	Biology
Evaluate the given integral: ( int_{0}^{1} x^{4} d x )	Maths
Define Brownian movement. What is the cause of Brownian movement in colloidal particles? How is it responsible for the stability of Colloidal Sol?	Chemistry
Write the balanced chemical equation for the last step of oxidation test of sulphur. A ( . B a C l_{2}+N a_{2} S O_{4} rightarrow B a S O_{4}+2 N a C l ) в. ( H C l+N a_{2} S O_{4} rightarrow N a H S O_{4}+N a C l ) c. ( B a C l_{2}+2 H C l rightarrow 2 C l_{2}+B a+H_{2} ) D. None of the above	Chemistry
( f(x)=lim _{n rightarrow infty} sum_{k=1}^{n} frac{n}{n^{2}+k^{2} x^{2}}, x>0 ) is equal to ( mathbf{A} cdot x tan ^{-1}(x) ) B ( cdot tan ^{-1}(x) ) c. ( frac{tan ^{-1}(x)}{x} ) D. none of the above	Maths
( ln Delta A B C, B C=A B ) and ( angle B=80^{circ} ) Then ( angle A ) is equal to A . ( 80^{circ} ) В . ( 40^{circ} ) ( c .50^{circ} ) D. ( 100^{circ} )	Maths
Find the solution of ( (3 x+4 y-5)^{2} frac{d y}{d x}=a^{2} ) A ( quad 4 y+lambda=frac{2 a}{sqrt{3}} tan ^{-1} frac{(3 x+4 y-5) sqrt{3}}{2 a} ) B. ( 2 y+lambda=frac{5 a}{sqrt{3}} tan ^{-1} frac{(3 x+4 y-5) sqrt{3}}{2 a} ) c. ( quad 2 y+lambda=frac{2 a}{sqrt{3}} tan ^{-1} frac{(3 x+4 y-5) sqrt{3}}{2 a} ) D. ( 4 y+lambda=frac{5 a}{sqrt{3}} tan ^{-1} frac{(3 x+4 y-5) sqrt{3}}{2 a} )	Maths
Match the column: Postulates Theory p) Atoms are divisible into three i. Dalton's subatomic particles ( quad ) atomic theory q) Discovery of the nucleus i. Modern central positive charge) atomic theory r) Atoms are indivisible iii. Rutherford s) Position of the electron ¡v. Neils Bohr ( mathbf{A} cdot p rightarrow i i, q rightarrow i i i, r rightarrow i, s rightarrow i v ) B ( cdot p rightarrow i, q rightarrow i i, r rightarrow i, s rightarrow i i ) ( mathbf{c} cdot p rightarrow i i, q rightarrow i, r rightarrow i, s rightarrow i i ) D. ( p-i i i, q-i v, r-i i, s-i )	Chemistry
Eye lens is a: A. transparent double-convex lens B. transparent double-concave lens C . transparent concavo-convex lens D. None of these	Physics
Which one of the above oxidation curve is wrongly presented in the given Gibbs free energy vs temperature graph? A. ( C rightarrow C O_{2} ) B. ( T i rightarrow T i O_{2} ) ( c, P b rightarrow P b O ) D. ( M g rightarrow M g O )	Chemistry
Which of the following molecules has two sigma ( (sigma) ) and two pi ( (pi) ) bonds? A. ( C_{2} H_{4} ) в. ( N_{2} F_{2} ) c. ( C_{2} H_{2} C l_{2} ) D. ( H C N )	Chemistry
Displacement of a body is given by ( x= ) ( mathbf{5}+mathbf{3} t+mathbf{2} t^{2} . ) The value instantaneous acceleration is: A . 4 units B. 6 units c. 5 units D. 2 units	Physics
( mathrm{R}, mathrm{S} ) and ( mathrm{T}, ) respectively are? ( mathbf{A} cdot S O_{2} C l_{2}, P C l_{5} ) and ( H_{3} P O_{4} ) B. ( S O_{2} C l_{2}, P C l_{3} ) and ( H_{3} P O_{3} ) ( mathbf{c} cdot S O C l_{2}, P C l_{3} ) and ( H_{3} P O_{2} ) D ( cdot S O C l_{2}, P C l_{5} ) and ( H_{3} P O_{4} )	Chemistry
Charged particle (charge= ( q ; ) mass ( = ) ( boldsymbol{m} ) ) is rotating in a circle of radius ( boldsymbol{R} ) with uniform speed ( V ), Ratio of its magnetic moment ( (mu) ) to the angular momentum ( (L) ) is ( ^{mathrm{A}} cdot frac{q}{2 m} ) в. ( frac{q}{m} ) c. ( frac{q}{4 m} ) D. ( frac{2 q}{m} )	Physics
The distance between the sun and the earth is A . 150 million kilometers B. 100 million kilometers c. 2 billion kilometers D. 1.2 light years	Physics
Due to migration to cities, the population of a town decreases every year by ( 10 % ). If the present population of the town is ( 14600, ) find the population two years hence.	Maths
Which of the following statements is not true? ( mathbf{A} cdot C O_{2} ) is the best fire extinguisher B. Global warming can cause acid rain C. Burning of coal and diesel releases sulphur dioxide gas D. LPG has higher calorific value than biogas	Chemistry
When ( C a(O H)_{2} ) attains solubility equilibrium, the: A. solution is saturated B. ( p H ) will be less than 7 C . trial ( K_{s p} ) is less than the ( K_{s p} ) D. concentrations of the ions are equal	Chemistry
The point for the curve ( y=x e^{x} ) is A. ( x=-1 ) is minimum B. ( x=0 ) is minimum c. ( x=-1 ) is maximum D. ( x=0 ) is maximum	Maths
A wheel moves in the xy plane such that the location of its center is given by equations ( mathbf{x}_{mathbf{0}}=mathbf{1 2 t}^{3}, mathbf{y}_{mathbf{0}}=mathbf{R}=mathbf{2}, ) where ( mathbf{x}_{o} ) and ( mathbf{y}_{o} ) are measured in metre and ( t ) in seconds. The angular displacement of a radial line measured from a vertical reference line is ( Theta=8 t^{4}, ) where ( Theta ) is in radians (given ( v_{o} ) is the velocity of center of wheel	Physics
What is the nature of carbon atom marked with asterisk ( (*) ) sign in the given compounds? [ mathrm{CH}_{3}-mathrm{CH}_{2}-dot{mathrm{C}} mathrm{H}_{2}-mathrm{CH}_{3} ]	Chemistry
Let ( S={2,4,6,8, dots . .20} . ) What is the maximum number of subsets does ( boldsymbol{S} ) have ? A . 10 B . 20 c. 512 D. 1024	Maths
( ln I C I_{4}^{64} ) the shape is square planar.The number of bond pair-long repulsion at ( 90 mathrm{re} ) ( A cdot 6 ) B. 8 ( c cdot 12 ) D. 4	Chemistry
Calculate the ( % ) composition of Carbon in ( C O_{2} . ) Molar mass is 44.01 A . ( 40 % ) B. 67% c. 30% D. 27%	Chemistry
Express in centimetres. ( mathbf{1 5 . 0 8 m} )	Maths
The spray of PMA causes A. Decrease in transpiration B. Increase in transpiration C. Increase in absorption D. Increase in guttation	Biology
Salivary glands of cockroach open on A . Maxilla B. Hypopharynx c. Labium D. Labrum	Biology
An electromagnetic wave is radiated by a ( 100 mathrm{W} ) bulb. If efficiency of the bulb is ( 20 % ) then the amplitude of magnetic field at a distance of ( 1 mathrm{m} ) is (Consider bulb as a point source)	Physics
A cuboid is ( 3 mathrm{cm} ) high, ( 4 mathrm{cm} ) wide and 5 cm long. What is its volume? ( mathbf{A} cdot 60 mathrm{cm}^{3} ) B. ( 50 mathrm{cm}^{3} ) ( mathrm{c} cdot 150 mathrm{cm}^{3} ) D. ( 100 mathrm{cm}^{3} )	Maths
A thin spherical conducting shell of radius ( mathrm{R} ) has a charge ( mathrm{q} ). Another charge Q is placed at the centre of the shell. The electrostatic potential at a point ( mathbf{P} ) which is at a distance ( frac{boldsymbol{R}}{mathbf{2}} ) from the centre of the shell is: ( ^{mathbf{A}} cdot frac{2 Q}{4 pi epsilon_{0} R}-frac{2 q}{4 pi epsilon_{0} R} ) В. ( frac{2 Q}{4 pi epsilon_{0} R}+frac{2 q}{4 pi epsilon_{0} R} ) c. ( frac{(q+Q)}{4 pi epsilon_{0} R}+frac{2}{R} ) D. ( frac{2 Q}{4 pi epsilon_{0} R} )	Physics
Magnetic field lines: A. starts from north pole B. starts from south pole c. starts from current-carrying wires D. are closed loops	Physics
Draw a Venn-diagram to show the relationship between two overlapping sets ( A ) and ( B ). Now shade the region representing ( boldsymbol{A} cup boldsymbol{B} )	Maths
If ( boldsymbol{A}=left[begin{array}{ccc}1 & 2 & 2  2 & 1 & -2  a & 2 & bend{array}right] ) is a matrix satisfying the equation ( boldsymbol{A} boldsymbol{A}^{boldsymbol{T}}=mathbf{9} boldsymbol{I} ) where ( I ) is ( 3 times 3 ) identity matrix, then the ordered pair ( (a, b) ) is equal: A ( .(2,-11) ) в. (-2,1) c. (2,1) () D. (2,-1)	Maths
Divide ( x^{4}-y^{4} ) by ( x-y )	Maths
When a cell is placed in pure water then? A. Wall pressure is increased B. Turgor pressure is increased c. water potential of cell is increased D. All the above	Biology
Establish the formula for area and circumference of circle.	Maths
Antimicrobial drugs that are derived from the natural processes of some microorganisms and that can inhibit or destroy other microorganisms, are specifically known as: A. synthetic drugs B. chemotherapeutic drugs c. antibiotics D. prophylactic drugs	Chemistry
An aqueous solution of salt is alkaline. This shows that salt is made from: A. a strong acid and a strong base B. a strong acid and a weak base c. a weak acid and a weak base D. a weak acid and a strong base	Chemistry
In the bessemerisation of sulphide ore of copper, there is self-reduction giving copper metal. If true enter 1 , else enter 0 .	Chemistry
Which of the following cyanohydrins on hydrolysis give an optically active acid giving iodoform reaction? A. Acetone cyanohydrin B. Propionaldehyde cyanohydrin c. Acetaldehyde cyanohydrin D. Formaldehyde cyanohydrin	Chemistry
The domain of the function ( boldsymbol{f}(boldsymbol{x})= ) ( log _{4}left(log _{5}left(log _{3}left(18 x-x^{2}-77right)right) ) is right. A. ( x in(4,5) ) в. ( x in(0,10) ) c. ( x in(8,10) ) D. None of these	Maths
Which of the following may show photosynthesis in moonlight A. some thermal algae B. some marine algae c. some fresh water algae D. None of the above	Biology
Find ( m ) if the point on the ( x ) -axis which is equidistant from (7,6) and (3,4) is ( left(frac{m}{2}, 0right) )	Maths
The colloidal system in which the disperse phase and dispersion medium are both liquids is known as: A. an emulsion B. an aerosol ( c cdot ) a ge D. a foam	Chemistry
What is the name for red azo dye? A. p-hydroxy azo benzene B. ( beta ) - nathyl azo benzene C . p-amino azo benzene D. p- ( mathrm{N}, mathrm{N} ) dimethyl amino azo benzene	Chemistry
List I A) Salt bridge Reduction B) Standard hydrogen electrode 2 ) Oxidation C) Cathode 3) Reference electrode D) Anode 4) ( mathrm{KCl}, mathrm{KNO}_{3} ) ( (text { or }) mathrm{NH}_{4} mathrm{NO}_{3} ) The correct match is : A. 3421 B. 4 312 c. 4321 D. 1234	Chemistry
Assertion (A): To protect any instrument from external magnetic field, it is put inside an iron box Reason (R) : Iron is a ferromagnetic substance A. Both A and R are true and R is the correct explanation of A B. Both A and R are true and R is not correct explanation of c. A is true, but R is false D. A is false, but R is true	Physics
For which of the following, 'Wharton's jelly' term is used? A. Elastic tissue B. Mucoid tissue c. Reticular tissue D. All of the above	Biology
Which one of the following does not represent a travelling wave? ( mathbf{A} cdot y=f(x-v t) ) B ( cdot y=y_{max } sin k(x+v t) ) ( mathbf{c} cdot y=y_{max } log (x-v t) ) D. ( y=fleft(x^{2}-v t^{2}right) )	Physics
Inspiration occurs when A. Pressure inside lungs is lower than atmospheric pressure B. Pressure inside lungs is higher than atmospheric pressure C. Pressure inside lungs is same as atmospheric pressure D. Pressure has no effect	Biology
( mathrm{IF} tan Theta=frac{8}{15} ) then the value of ( frac{17 sin Theta+frac{5}{cos theta}}{5 tan Theta+frac{8}{sin theta}} ) A ( cdot frac{59}{41} ) в. ( frac{35}{41} ) c. ( frac{41}{59} ) D. ( frac{41}{35} )	Maths
Which of the following is unipolar transistor? A . p-n-p transistor B. n-p-n transistor C. Field effect transistor D. Point contact transistor	Physics
Solve the following equation: ( sin x=frac{sqrt{2}}{2} )	Maths
Which one of the following diseases is caused due to ozone depletion on human? A. Huntington's chorea B. Small pox c. Plague D. Erythemia	Biology
Among the following, the strongest acid is : A. ( C_{6} H_{5} C H_{2} N H_{2} ) в. ( C_{6} H_{5} ) СООН c. ( m-C H_{3} O C_{6} H_{4} C O O H ) D . ( p-C H_{3} O C_{6} H_{4} ) COOH	Chemistry
From the ( alpha ) -particle scattering experiment, Rutherford concluded that: This question has multiple correct options A. ( alpha ) -particles can approach within a distance of the order of ( 10^{-14} mathrm{m} ) of the nucleus B. the radius of the nucleus is less than ( 10^{-14} m ) C . scattering follows Coulomb's law D. the positively charged parts of the atom move with extremely high velocities	Chemistry
If ( 0 leq x leq pi, ) the interval in which the function ( f(x)=frac{tan x}{sin x} ) is defined is: A. ( 0 leq x leq pi ) В. ( 0<x<pi ) c. ( 0<x<frac{pi}{2} ) D ( cdot frac{pi}{2}<x leq pi ) E ( cdot 0<x<frac{pi}{2} ) and ( frac{pi}{2}<x<pi )	Maths
The characteristic spectrum of an atom is observed as A. Pure line spectrum B. Emission band spectrum c. Absorption line spectrummmmmm D. Absorption band spectrum	Physics
What is the function of copper-T? A. Stops zygote formation B. Checks mutation c. stops obliteration of blastocoels D. stops fertilization	Biology
The number of silicon atomes per ( m^{3} ) is ( 5 times 10^{28} . ) This is doped simultaneously with ( 5 times 10^{28} ) atoms per ( m^{3} ) of Arsenic and ( 5 times 10^{20} ) per ( m^{3} ) atoms of Indium. Calculate the number of electrons and holes. Given that ( n_{1}=1.5 times 10^{16} m^{-3} ) Is the material ( n ) -type or ( p- ) type?	Physics
A body executing SHM has its velocity ( 10 c m / s ) and ( 7 c m / s ) when its displacements from mean position are ( 3 c m ) and ( 4 c m ) respectively. The length of path is ( mathbf{A} cdot 10 mathrm{cm} ) B. ( 9.5 mathrm{cm} ) c. ( 4 c m ) D. ( 11.36 mathrm{cm} )	Physics
The moment of inertia of a flywheel is ( 0.2 k g m^{2} ) which is initially stationary. constant external torque ( 5 N m ) acts on the wheel. The work done by this torque during 10 sec is: A . ( 1250 J ) B. ( 2500 J ) c. ( 5000 J ) D. ( 6250 J )	Physics
What is the equilibrium concentration of each at the substances in equilibrium. When the initial concentration at ICl was ( 0.70 ? ) ( boldsymbol{I}_{C l} rightarrow boldsymbol{I}_{2}+boldsymbol{C l}_{2} ) ( mathrm{Kc}=0.14 )	Chemistry
The set representing the correct order of first ionisation potential is : A. ( K>N a>L i ) в. ( B e>M g>C a ) c. ( B>C>N ) D. ( G e>S i>C )	Chemistry
If ( L, C ) and ( R ) denote the inductance, capacitance and resistance respectively, the dimensional formula for ( C^{2} ) LR is : ( mathbf{A} cdotleft[M L^{-2} T^{-1} I^{0}right] ) B cdot ( left[M^{0} L^{0} T^{3} I^{0}right] ) ( mathbf{c} cdotleft[M^{-1} L^{-2} T^{6} I^{2}right] ) D ( cdotleft[M^{0} L^{0} T^{2} I^{0}right] )	Physics
Find each of the following products. ( 6 a times 4 b^{2} )	Maths
Write correct sequence of four steps of method for the preperation of temparary mount of stained leaf peel.	Biology
During electrolysis of a salt solution ( 0.05 mathrm{F} ) of electricity deposits ( 1.6 mathrm{g} ) of divalent metal. Theatomic wt. of the metal is : A . 32 B. 16 ( c cdot 64 ) D. 1.6	Chemistry
The property to restore the natural shape or to oppose the deformation is called: A. elasticity B. plasticity c. ductility D. none of the above	Physics
Q Type your question 4 ( B ) ( c ) ( D )	Chemistry
The vector ( bar{x} ) which is perpendicular to (2,-3,1) and (1,-2,3) and which satisfies the condition ( bar{x}(bar{i}+overline{2} bar{j}-7 k)=10 ) is	Maths
The blind sac body plan is applicable to members of .......... of kingdom Animalia A. Porifera B. Annelida and Arthropoda c. Cnidaria and Platyhelminthes D. None of the above	Biology
What is the effect of soil erosion in our country?	Chemistry
Which of the following will act as anodes when connected to standard hydrogen electrode? This question has multiple correct options ( mathbf{A} cdot A l / A l^{3+} ; quad E^{-}=-1.66 ) ( mathbf{B} cdot F e / F e^{2+} ; quad E^{-}=-0.44 ) ( mathbf{c} cdot C u / C u^{2+} ; quad E^{-}=+0.34 ) D ( cdot F_{2}(g) / 2 F^{-}(a q) ; quad E^{-}=+2.87 )	Chemistry
